Course code,Academic Year,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte,Engelsk titel,Undervisningssprog,Point( ECTS ),Kursustype,Evalueringsform,Hjælpemidler,Bedømmelsesform,Institut,Mulighed for GRØN DYST deltagelse,Ekstern samarbejdsinstitution,forudsætninger
10380,2023-2024,2024,Summer,30,34,"8,7",30,Quantum Optics,Engelsk,10,Kandidat,Mundtlig eksamen og bedømmelse af opgave(r) Mundtlig eksamen (70%) og skriftlige opgaver (30%),Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10384,2017-2018,2018,Summer,13,16,10,13,Quantum information,Engelsk,5,Kandidat,Mundtlig eksamen og bedømmelse af opgave(r),Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10384,2018-2019,2019,Summer,21,23,"7,8",21,Quantum information,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af opgave(r) Mundtlig eksamen vægtes 70%, bedømmelse af opgaver 30%",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10384,2019-2020,2020,Summer,17,19,"6,8",18,Quantum information,Engelsk,5,Kandidat,"Skriftlig eksamen Mundtlig eksamen vægtes 70%, bedømmelse af opgaver 30%. Ændringer som følge af COVID-19: Mundtlig eksamen (70%) ændres til skriftlig eksamen, 4 timer, (70%). Alle hjælpemidler er tilladt.",Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10384,2020-2021,2021,Summer,18,19,"9,8",18,Quantum information,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af opgave(r) Mundtlig eksamen vægtes 70%, bedømmelse af opgaver 30%",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10384,2021-2022,2022,Summer,18,22,"9,1",18,Quantum information,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af opgave(r) Mundtlig eksamen vægtes 50%, bedømmelse af opgaver 50%",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10384,2022-2023,2023,Summer,24,27,9,24,Quantum information,Engelsk,5,Kandidat,Mundtlig eksamen og bedømmelse af opgave(r) Karakteren gives som en helhedsvurdering af 2-3 obligatoriske opgaver (40%) og en mundtlig eksamen (60%).,Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10385,2020-2021,2020,Winter,10,10,"10,7",10,Applied quantum physics: Quantum Information Technology,Engelsk,5,Kandidat,Bedømmelse af opgave(r)/rapport(er) Bedømmelse af opgaver og afsluttende rapport.,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10385,2021-2022,2021,Winter,5,6,"10,4",5,Applied quantum physics: Quantum Information Technology,Engelsk,5,Kandidat,Bedømmelse af opgave(r)/rapport(er) Bedømmelse af opgaver og afsluttende rapport.,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10385,2022-2023,2022,Winter,14,15,"10,1",15,Applied quantum physics: Quantum Information Technology,Engelsk,5,Kandidat,Mundtlig eksamen og bedømmelse af opgave(r) Karakteren er baseret på et vægtet gennemsnit af 3 gruppeprojekter (16.6% hvert) og et afsluttende individuelt projekt (50%)-,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10385,2023-2024,2024,Summer,20,41,"3,9",33,Quantum Information Technology,Engelsk,5,Kandidat,Skriftlig eksamen Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2017-2018,2017,Winter,7,10,"9,3",7,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2018-2019,2018,Winter,10,13,"8,5",11,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2019-2020,2019,Winter,12,14,"7,9",12,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2020-2021,2020,Winter,17,18,"7,5",17,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2021-2022,2021,Winter,13,18,"8,3",13,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2022-2023,2022,Winter,13,19,"7,8",14,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10400,2023-2024,2023,Winter,15,16,"9,3",15,Plasma Physics,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10401,2020-2021,2021,Summer,14,14,10,14,Fusion energy and fusion plasma physics,Engelsk,5,Kandidat,Bedømmelse af opgave(r)/rapport(er),Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10401,2021-2022,2022,Summer,8,9,"9,2",8,Experimental plasma physics,Engelsk,5,Kandidat,Bedømmelse af opgave(r)/rapport(er),Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10401,2022-2023,2023,Summer,15,16,"9,1",15,Experimental plasma physics,Engelsk,5,Kandidat,Mundtlig eksamen og bedømmelse af rapport(er),Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10401,2023-2024,2024,Summer,11,12,"7,9",11,Experimental plasma physics,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af rapport(er) Helhedsvurdering. Omtrentlig vægtning: Mundtlig eksamen 80%, rapporter 20%.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10402,2019-2020,2020,Summer,16,16,"7,7",16,Fusion energy engineering and physics,Dansk,5,Bachelor,"Mundtlig eksamen og bedømmelse af opgave(r) Helhedsvurdering baseret på posterpræsentation, kort rapport om stakeholderanalysen og mundtlig eksamen, hvor poster og rapport også medtages. Ændringer som følge af COVID-19: Vedrørende undervisningsformen bliver samtlige forelæsninger og gruppearbejde gennemført via Zoom. Postersession bliver gennemført via Zoom, hvor posteren præsenteres for de øvrige studerende – evt. via en tilhørende PowerPoint præsentation. Vedrørende evalueringsformen: Eksamen gennemføres via Zoom.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Måske,Ja,Ja
10402,2020-2021,2021,Summer,10,10,"9,7",10,Fusion energy engineering and physics,Dansk,5,Bachelor,"Mundtlig eksamen og bedømmelse af opgave(r) Helhedsvurdering baseret på posterpræsentation, kort rapport om stakeholderanalysen og mundtlig eksamen, hvor poster og rapport også medtages.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Måske,Ja,Ja
10402,2021-2022,2022,Summer,15,15,"9,1",15,Fusion energy engineering and physics,Dansk,5,Bachelor,"Mundtlig eksamen og bedømmelse af opgave(r) Helhedsvurdering baseret på posterpræsentation, kort rapport om stakeholderanalysen og mundtlig eksamen, hvor poster og rapport også medtages.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Måske,Ja,Ja
10402,2022-2023,2023,Summer,25,25,"9,1",25,Fusion energy – engineering and physics,Dansk,5,Bachelor,"Mundtlig eksamen og bedømmelse af opgave(r) Helhedsvurdering baseret på posterpræsentation, kort rapport om stakeholderanalysen og mundtlig eksamen, hvor poster og rapport også medtages.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Måske,Ja,Ja
10402,2023-2024,2024,Summer,12,12,"9,5",12,Fusion energy – engineering and physics,Dansk,5,Bachelor,"Mundtlig eksamen og bedømmelse af rapport(er) Helhedsvurdering baseret på mundtlig eksamen, posterpræsentation og kort rapport om stakeholderanalyse.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Måske,Ja,Ja
10405,2017-2018,2017,Winter,23,37,"4,6",32,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2018-2019,2018,Winter,24,32,"4,3",30,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2019-2020,2019,Winter,14,20,"5,8",18,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2020-2021,2020,Winter,28,35,"5,3",34,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2020-2021,2021,Summer,3,5,"5,8",4,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2021-2022,2021,Winter,19,20,"6,9",20,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2022-2023,2022,Winter,18,27,"5,5",24,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10405,2023-2024,2023,Winter,25,35,"5,3",30,Theory of Relativity,Engelsk,5,Kandidat,Skriftlig eksamen Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10411,2022-2023,2023,Summer,23,29,"5,8",28,Nuclear reactor physics,Engelsk,5,Kandidat,"Skriftlig eksamen og bedømmelse af rapport(er) Helhedsvurdering, hvor eksamen vægtes 80% og rapporten i løbet af semestret vægtes 20% Eksamensvarighed Skriftlig eksamen: 2 timer",Ikke tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ja,Ja,Ja
10411,2023-2024,2024,Summer,29,31,"6,7",31,Nuclear reactor physics,Engelsk,5,Kandidat,"Skriftlig eksamen og bedømmelse af rapport(er) Helhedsvurdering, hvor eksamen vægtes 70% og rapporter i løbet af semestret vægtes 30% Eksamensvarighed Skriftlig eksamen: 2 timer",Ikke tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ja,Ja,Ja
10420,2017-2018,2018,Summer,11,12,"8,6",11,Physics of Sports,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen projektrapport og præsentation,Ikke tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10420,2018-2019,2019,Summer,13,15,"6,4",14,Physics of Sports,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen projektrapport og præsentation,Ikke tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10420,2020-2021,2021,Summer,15,19,"8,5",15,Physics of Sports,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen Helhedsvurdering. Projektrapport og præsentation.,Ikke tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10420,2022-2023,2023,Summer,17,20,"8,8",17,Physics of Sports,Engelsk,5,Bachelor,"Skriftlig eksamen Helhedsvurdering. Skriftlig eksamen uden hjælpemidler, projektrapport og præsentation video. Eksamensvarighed Skriftlig eksamen: 1 time",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10420,2023-2024,2024,Summer,18,19,"9,3",18,Physics of Sports,Engelsk,5,Bachelor,Skriftlig eksamen Helhedsvurdering. Projektrapport og præsentation. Eksamensvarighed Skriftlig eksamen: 1 time,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10603,2018-2019,2019,Summer,14,14,12,14,How Did Edison and Bohr Know - and How do You? A Course About the Creation and Circulation of Knowledge,Engelsk,5,Kandidat,"Mundtlig eksamen Mundtlig præsentation og diskussion af en poster produceret som en del af kurset. For at gå til eksamen skal man have deltaget i en pre-test, produceret og præsenteret en poster samt givet peer feedback mindst en gang.",Tilladt,"bestået/ikke bestået , intern bedømmelse",Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10605,2017-2018,2017,Winter,19,20,10,19,History of Technology,Engelsk,5,Kandidat,Bedømmelse af øvelser og rapport(er) To eller tre mundtlige oplæg i klassen samt en skriftlig opgave - 1000 ord.,Tilladt,"bestået/ikke bestået , intern bedømmelse",Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10605,2018-2019,2018,Winter,12,15,4,12,History of Technology,Engelsk,5,Kandidat,Bedømmelse af øvelser og rapport(er) To mundtlige oplæg i klassen samt en skriftlig opgave - 1000 ord.,Tilladt,"bestået/ikke bestået , intern bedømmelse",Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10605,2019-2020,2019,Winter,16,19,7,17,History of Technology,Engelsk,5,Kandidat,"Bedømmelse af øvelser og rapport(er) Èt mundtligt oplæg i klassen (25%), en skriftlig forskningsrapport (26%) samt en skriftlig opgave - 1000 ord (49)%.",Tilladt,"bestået/ikke bestået , intern bedømmelse",Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10605,2020-2021,2020,Winter,16,16,10,16,History of Technology,Engelsk,5,Kandidat,"Bedømmelse af øvelser og rapport(er) En skriftlig forskningsrapport (25%) samt en skriftlig opgave - 1000 ord (75%). Det er en forudsætning for at bestå kurset, at en mundtlig præsentation i klassen er blevet godkendt.",Tilladt,"bestået/ikke bestået , intern bedømmelse",Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10605,2023-2024,2023,Winter,37,47,11,47,History of Technology,Engelsk,5,Kandidat,"Bedømmelse af øvelser og rapport(er) En skriftlig forskningsrapport (25%) samt en skriftlig opgave - 1000 ord (75%). Det er en forudsætning for at bestå kurset, at en mundtlig præsentation i klassen er blevet godkendt.",Tilladt,"bestået/ikke bestået , intern bedømmelse",Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10610,2019-2020,2019,Winter,4,4,"6,2",4,History of Technology,Engelsk,10,Kandidat,"Bedømmelse af øvelser og rapport(er) Èt mundtligt oplæg (10%), en forskningsrapport (11%) og en skriftlig opgave - 1000 ord (30%): OG skriftlig opgave (10 pages, 49%)",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10610,2020-2021,2020,Winter,4,6,"8,2",5,History of Technology,Engelsk,10,Kandidat,"Bedømmelse af øvelser og rapport(er) En forskningsrapport (15%) og en skriftlig opgave - 1000 ord (30%): OG skriftlig opgave (10 pages, 55%). Det er en forudsætning for at bestå kurset, at en mundtlig præsentation i klassen er blevet godkendt.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10610,2021-2022,2021,Winter,9,9,"8,8",9,History of Technology,Engelsk,10,Kandidat,"Bedømmelse af øvelser og rapport(er) En forskningsrapport (15%) og en skriftlig opgave - 1000 ord (30%): OG skriftlig opgave (10 pages, 55%). Det er en forudsætning for at bestå kurset, at en mundtlig præsentation i klassen er blevet godkendt.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10610,2022-2023,2022,Winter,9,10,9,10,History of Technology,Engelsk,10,Kandidat,"Bedømmelse af øvelser og rapport(er) En forskningsrapport (15%) og en skriftlig opgave - 1000 ord (30%): OG skriftlig opgave (10 pages, 55%). Det er en forudsætning for at bestå kurset, at en mundtlig præsentation i klassen er blevet godkendt.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10610,2023-2024,2023,Winter,14,15,"7,5",15,History of Technology,Engelsk,10,Kandidat,"Bedømmelse af øvelser og rapport(er) En forskningsrapport (15%) og en skriftlig opgave - 1000 ord (30%): OG skriftlig opgave (10 pages, 55%). Det er en forudsætning for at bestå kurset, at en mundtlig præsentation i klassen er blevet godkendt.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10814,2017-2018,2017,Winter,6,6,"8,8",6,Computational radiation dosimetry,Engelsk,5,Kandidat,Afløsningsopgave Med fremlæggelse,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10814,2019-2020,2019,Winter,6,6,"8,7",6,Computational radiation dosimetry,Engelsk,5,Kandidat,"Afløsningsopgave Med fremlæggelse. Det er alene afløsningsopgaven, som tæller med i karakteren",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10850,2020-2021,2021,Summer,24,31,"6,8",27,Advanced micro- and nanofabrication technology,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10850,2021-2022,2022,Summer,16,22,"7,5",17,Advanced micro- and nanofabrication technology,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10850,2022-2023,2023,Summer,10,14,"5,4",11,Advanced micro- and nanofabrication technology,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10850,2023-2024,2024,Summer,6,10,"5,9",8,Advanced micro- and nanofabrication technology,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Ja
10855,2021-2022,2021,Winter,16,18,"8,8",16,Advanced fabrication of micro- and nanostructures,Engelsk,10,Kandidat,"Mundtlig eksamen og bedømmelse af øvelser Alle teoretiske TPT moduler skal bestås med on-line quizzer, og alle deltagere skal have bestået mindst en fuld TPT (litografi, SEM, tør æts, eller tyndfilm TPT), inklusive krav til udstyrs oplæring. Bedømmelse af endelig mini-projekt rapport og mundtlig eksamen med vejledende 50% vægtning af hvert element og helhedsvurdering. Eksamensvarighed Mundtlig eksamen varer 30 min.",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ja,Ja,Ja
10855,2022-2023,2022,Winter,6,6,7,6,Advanced fabrication of micro- and nanostructures,Engelsk,10,Kandidat,"Bedømmelse af opgave(r)/rapport(er) Bedømmelse af individuel teoriaflevering, bedømmelse af gruppeaflevering af miniprojektrapport og individuel mundtlig prøve vedr. miniprojekt, alt sammen tæller med vejledende 1/3 vægt i den endelige karakter. Derudover skal alle TPT on-line quizzer bestås, og alle studerende skal bestå mindst én fuld TPT (litografi, SEM, dry etch eller tyndfilm TPT), inklusive krav om udstyrs oplæring. Eksamensvarighed Mundtlig eksamen varer 30 min.",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ja,Ja,Ja
10855,2023-2024,2023,Winter,17,17,"9,4",17,Advanced fabrication of micro- and nanostructures,Engelsk,10,Kandidat,"Bedømmelse af opgave(r)/rapport(er) Bedømmelse af individuel teoriaflevering, bedømmelse af gruppeaflevering af miniprojektrapport og individuel mundtlig prøve vedr. miniprojekt, alt sammen tæller med vejledende 1/3 vægt i den endelige karakter. Derudover skal alle TPT on-line quizzer være bestået, og alle studerende skal have bestået mindst én fuld TPT (litografi, SEM, dry etch eller tyndfilm TPT), inklusive krav om udstyrs oplæring. Eksamensvarighed Mundtlig eksamen varer 30 min.",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Ja,Ja,Ja
10856,2019-2020,2019,Winter,9,11,"9,3",9,LabChip: Physics of Lab-on-chip systems,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af rapport(er) Mundtlig eksamination og rapporter. Den mundtlige eksamen tager udgangspunkt i de skriftelige afleveringer, samt det tilhørende pensum. Karakteren gives ved en helhedsbedømmelse med følgende vægtning: De skriftlige opgaver (40%), mundlig eksamen (60%).",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Måske,Ja,Ja
10856,2020-2021,2020,Winter,10,11,"9,4",10,LabChip: Physics of Lab-on-chip systems,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af rapport(er) Mundtlig eksamination og rapporter. Den mundtlige eksamen tager udgangspunkt i de skriftelige afleveringer, samt det tilhørende pensum. Karakteren gives ved en helhedsbedømmelse med følgende vægtning: De skriftlige opgaver (40%), mundlig eksamen (60%).",Ikke tilladt,ekstern censur,Institut10 Institutfor Fysik,Måske,Ja,Ja
10871,2023-2024,2024,Summer,4,4,"11,5",4,Advanced design and simulation of solar cells,Engelsk,5,Kandidat,"Mundtlig eksamen og bedømmelse af rapport(er) To ”mid-term” quizzer (vejledende karaktervægt: 20%), grupperapport (50%), individuel mundtlig eksamen (30%).",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Måske,Ja,Ja
10916,2017-2018,2017,Winter,63,83,"4,7",80,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2017-2018,2018,Summer,41,72,"3,4",61,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2018-2019,2018,Winter,47,69,5,57,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2018-2019,2019,Summer,26,52,"3,9",37,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2019-2020,2019,Winter,43,77,"4,6",57,Physics 1,Dansk,5,Diplomingeniør,"Skriftlig eksamen Ændringer som følge af COVID-19: ""Ingen internetadgang"" ændres til åbent net.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2019-2020,2020,Summer,46,69,"4,4",64,Physics 1,Dansk,5,Diplomingeniør,"Skriftlig eksamen Ændringer som følge af COVID-19: ""Ingen internetadgang"" ændres til åbent net.",Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2020-2021,2020,Winter,46,57,"4,7",51,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af rapport(er) Bedømmelse af journaler fra eksperimentelle øvelser vil indgå med en vægt på ca. 20% i den samlede bedømmelse.,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2020-2021,2021,Summer,49,72,"4,6",69,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af rapport(er) Bedømmelse af journaler fra eksperimentelle øvelser vil indgå med en vægt på ca. 20% i den samlede bedømmelse.,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2021-2022,2021,Winter,41,53,6,45,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af rapport(er) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2021-2022,2022,Summer,20,45,"1,9",35,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af rapport(er) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2022-2023,2022,Winter,42,61,"4,3",53,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af øvelse(r) Skriftlig eksamen (80%) og journaler (20%). Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2022-2023,2023,Summer,14,24,4,21,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af øvelse(r) Skriftlig eksamen (80%) og journaler (20%). Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10916,2023-2024,2023,Winter,38,41,"6,5",39,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af øvelse(r) Skriftlig eksamen (80%) og journaler (20%). Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2017-2018,2017,Winter,50,73,"4,9",62,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2018-2019,2018,Winter,62,80,"5,5",72,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2018-2019,2019,Summer,3,5,"1,5",4,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2019-2020,2019,Winter,42,58,"4,7",53,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2020-2021,2020,Winter,50,73,"4,6",62,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2020-2021,2021,Summer,4,6,5,5,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2021-2022,2021,Winter,67,82,"6,3",70,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af rapport(er) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2021-2022,2022,Summer,4,5,"4,4",5,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af rapport(er) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2022-2023,2022,Winter,57,69,"5,8",62,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af øvelse(r) Skriftlig eksamen (80%) og journaler (20%). Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
10935,2023-2024,2023,Winter,45,62,"5,6",49,Physics 1,Dansk,5,Diplomingeniør,Skriftlig eksamen og bedømmelse af øvelse(r) Skriftlig eksamen (80%) og journaler (20%). Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut10 Institutfor Fysik,Ikke oplyst,Ja,Nej
